Date Received,Incident Date,Processing Time (Days),Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
06/06/2014,05/16/2014,21,JAX,Jacksonville International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses; Cosmetics & Grooming; Jewelry & Watches""",0,Deny
06/06/2014,05/29/2014,8,COS,Colorado Springs Municipal,UAL  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
06/06/2014,05/01/2014,36,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
06/03/2014,04/09/2014,55,ILG,New Castle Airport,Frontier Airlines,Property Damage,Checked Baggage,"""Cosmetics & Grooming""",134.59,Approve in Full
05/27/2014,05/17/2014,10,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
06/04/2014,05/23/2014,12,DEN,Denver International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses; Clothing; Other""",0,Deny
06/06/2014,05/01/2014,36,SLC,Salt Lake City International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
06/04/2014,05/01/2014,34,DCA,Ronald Reagan Washington National Airport,UAL  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
05/30/2014,05/02/2014,28,PHL,Philadelphia International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Computer & Accessories""",75,Approve in Full
05/29/2014,05/08/2014,21,HNL,Honolulu International Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",11.94,Approve in Full
06/04/2014,05/25/2014,10,SJU,Luis Munoz Marin International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Clothing""",0,Deny
06/02/2014,05/25/2014,8,MHT,Manchester Regional Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Home Decor""",0,Deny
06/03/2014,05/26/2014,8,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",25,Approve in Full
06/03/2014,05/23/2014,11,BUR,Bob Hope ,USAir  ,Passenger Property Loss,Checked Baggage,"""Other""",104,Approve in Full
05/28/2014,05/08/2014,20,RIC,Richmond International,UAL  ,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",0,Deny
06/02/2014,03/28/2014,66,JFK,John F. Kennedy International,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
06/03/2014,05/05/2014,29,PDX,Portland International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
06/02/2014,04/24/2014,39,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
06/04/2014,05/16/2014,19,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
06/02/2014,05/22/2014,11,JNU,Juneau International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
06/02/2014,05/03/2014,30,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",0,Deny
06/04/2014,04/05/2014,60,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",55,Approve in Full
06/02/2014,05/17/2014,16,DAB,Daytona Beach International,-,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
06/02/2014,04/25/2014,38,IAD,Washington Dulles International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Cameras""",146.42,Approve in Full
06/08/2014,05/22/2014,17,TPA,Tampa International,Jet Blue,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
06/06/2014,05/28/2014,9,MCO,Orlando International Airport,American Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",140,Approve in Full
06/02/2014,02/12/2014,110,TPA,Tampa International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",50,Approve in Full
06/04/2014,02/25/2014,99,SRQ,Sarasota Bradenton International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Clothing""",0,Deny
06/04/2014,04/12/2014,53,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Other""",73,Approve in Full
06/02/2014,05/21/2014,12,KOA,Kona International,UAL  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
06/02/2014,05/19/2014,14,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",0,Deny
06/03/2014,03/30/2014,65,AUS,Austin-Bergstrom International Airport,Jet Blue,Property Damage,Checked Baggage,"""Other""",122.22,Approve in Full
06/06/2014,05/04/2014,33,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
06/03/2014,05/14/2014,20,IAD,Washington Dulles International,KLM Royal Dutch Airlines,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",110.7,Approve in Full
06/06/2014,05/30/2014,7,BOS,Boston (Logan) International Airport ,USAir  ,Passenger Property Loss,Checked Baggage,"""Clothing; Cosmetics & Grooming""",0,Deny
06/04/2014,04/29/2014,36,UNV,University Park Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches; Jewelry & Watches; Other; Personal Accessories""",0,Deny
06/06/2014,05/08/2014,29,MIA,Miami International Airport,Copa Airlines,Passenger Property Loss,Checked Baggage,"""Medical/Science; Travel Accessories""",0,Deny
06/04/2014,04/12/2014,53,DAL,Dallas Love Field,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
06/06/2014,05/23/2014,14,ABQ,Albuquerque International Sunport Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Travel Accessories""",12.5,Approve in Full
06/06/2014,02/19/2014,107,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses; Other""",0,Deny
06/05/2014,04/20/2014,46,SJC,Norman Y Mineta San Jose International,Delta (Song),Property Damage,Checked Baggage,"""Travel Accessories""",8,Approve in Full
06/09/2014,04/16/2014,54,LGA,LaGuardia ,-,Passenger Property Loss,Checked Baggage,"""Clothing""",120,Approve in Full
06/06/2014,06/01/2014,5,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",0,Deny
06/09/2014,06/06/2014,3,F,Foreign airport,British Airways  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
06/09/2014,06/03/2014,6,OAK,Metropolitan Oakland International,-,Passenger Property Loss,Checked Baggage,"""Food & Drink""",49.99,Approve in Full
06/05/2014,05/21/2014,15,MCO,Orlando International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
06/07/2014,05/24/2014,14,F,Foreign airport,British Airways  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
06/06/2014,03/10/2014,88,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
06/09/2014,06/01/2014,8,SEA,Seattle-Tacoma International,British Airways  ,Passenger Property Loss,Checked Baggage,"""Other""",299.99,Approve in Full
06/06/2014,05/23/2014,14,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
06/11/2014,05/17/2014,25,RNO,Reno/Tahoe International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",501.65,Settle
06/09/2014,06/04/2014,5,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
06/05/2014,05/27/2014,9,MIA,Miami International Airport,USAir  ,Property Damage,Checked Baggage,"""Household Items""",0,Deny
06/06/2014,05/05/2014,32,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
06/10/2014,04/29/2014,42,OAK,Metropolitan Oakland International,USAir  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
06/10/2014,05/26/2014,15,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",184.44,Approve in Full
06/08/2014,06/06/2014,2,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,"""Other""",15,Approve in Full
06/10/2014,06/05/2014,5,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
06/10/2014,04/19/2014,52,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checked Baggage,"""Cameras""",446.76,Approve in Full
06/08/2014,05/26/2014,13,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",23.8,Approve in Full
06/10/2014,01/09/2014,152,IAD,Washington Dulles International,-,Property Damage,Checked Baggage,"""Jewelry & Watches""",0,Deny
06/08/2014,06/02/2014,6,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",27.25,Approve in Full
06/06/2014,06/01/2014,5,STT,Cyril E. King International,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
06/10/2014,01/09/2014,152,IAD,Washington Dulles International,-,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
06/10/2014,04/20/2014,51,JFK,John F. Kennedy International,Egypt Air  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",200,Settle
06/05/2014,05/24/2014,12,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,"""Travel Accessories""",24.77,Approve in Full
06/09/2014,05/29/2014,11,MDW,Midway International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Medical/Science""",0,Deny
06/09/2014,06/01/2014,8,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",10,Approve in Full
06/09/2014,06/01/2014,8,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,"""Automobile Parts & Accessories""",125.96,Approve in Full
06/04/2014,05/27/2014,8,MIA,Miami International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Travel Accessories""",12.52,Approve in Full
06/09/2014,05/06/2014,34,IAH,Houston - George Bush Intercontinental Airport,Turkish Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",45.5,Settle
06/10/2014,05/28/2014,13,MCO,Orlando International Airport,Jet Blue,Complaint,Checked Baggage,"""Other""",0,Deny
06/10/2014,05/28/2014,13,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",0,Deny
06/10/2014,05/31/2014,10,IAH,Houston - George Bush Intercontinental Airport,KLM Royal Dutch Airlines,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",183,Approve in Full
06/10/2014,06/09/2014,1,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Currency""",0,Deny
06/06/2014,06/05/2014,1,BUR,Bob Hope ,USAir  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
06/10/2014,05/31/2014,10,BNA,Nashville International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Audio/Video""",79.99,Approve in Full
06/10/2014,06/06/2014,4,ORD,Chicago O'Hare International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Other""",20,Approve in Full
06/10/2014,05/02/2014,39,LGA,LaGuardia ,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
06/10/2014,05/25/2014,16,STL,Lambert St. Louis International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",0,Deny
06/10/2014,06/01/2014,9,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",369,Approve in Full
06/17/2014,05/30/2014,18,LAS,McCarran International,Hawaiian Airlines  ,Property Damage,Checked Baggage,"""Cosmetics & Grooming; Household Items""",24.68,Approve in Full
06/09/2014,05/16/2014,24,GFK,Grand Forks - Mark Andrews International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
06/10/2014,05/20/2014,21,HNL,Honolulu International Airport,Hawaiian Airlines  ,Property Damage,Checked Baggage,"""Food & Drink""",150,Approve in Full
06/10/2014,06/08/2014,2,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""""Books & Magazines & Other""""",120,Approve in Full
06/12/2014,05/24/2014,19,PHX,Phoenix Sky Harbor International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",90,Settle
06/06/2014,05/06/2014,31,JAX,Jacksonville International,USAir  ,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",0,Deny
06/09/2014,05/27/2014,13,SAN,San Diego International,British Airways  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
06/10/2014,05/01/2014,40,RIC,Richmond International,UAL  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
06/12/2014,05/29/2014,14,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",10.57,Approve in Full
06/12/2014,05/22/2014,21,MOB,Mobile Regional,Delta Air Lines  ,Property Damage,Checked Baggage,"""Computer & Accessories""",0,Deny
06/10/2014,05/20/2014,21,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",9.91,Settle
06/10/2014,01/13/2014,148,F,Foreign airport,-,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
06/10/2014,03/22/2014,80,MSP,Minneapolis/ St.Paul International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses""",100,Approve in Full
06/10/2014,05/18/2014,23,HNL,Honolulu International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",64.99,Settle
06/10/2014,05/18/2014,23,HNL,Honolulu International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",125,Approve in Full
06/10/2014,05/20/2014,21,MSY,New Orleans International,UAL  ,Passenger Property Loss,Checked Baggage,"""Other""",72,Approve in Full
06/09/2014,05/29/2014,11,PHX,Phoenix Sky Harbor International,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
06/10/2014,04/13/2014,58,JFK,John F. Kennedy International,American Airlines  ,Property Damage,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
06/10/2014,05/19/2014,22,PWM,Portland International Jetport,USAir  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",20,Approve in Full
06/10/2014,05/15/2014,26,DEN,Denver International Airport ,Frontier Airlines,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",0,Deny
06/10/2014,05/05/2014,36,CDC,Cedar City Municipal,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
06/11/2014,05/23/2014,19,JFK,John F. Kennedy International,UAL  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",300,Settle
06/11/2014,01/08/2014,154,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,"""Other""",340,Approve in Full
06/09/2014,05/11/2014,29,PDX,Portland International,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",12,Approve in Full
06/11/2014,06/04/2014,7,MCO,Orlando International Airport,Spirit Airlines,Property Damage,Checked Baggage,"""Clothing""",0,Deny
06/11/2014,10/24/2013,230,SEA,Seattle-Tacoma International,UAL  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",108.61,Approve in Full
06/19/2014,05/12/2014,38,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",106.85,Approve in Full
06/12/2014,05/31/2014,12,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,"""Food & Drink""",0,Deny
06/12/2014,05/10/2014,33,MCO,Orlando International Airport,Copa Airlines,Property Damage,Checked Baggage,"""-""",0,Deny
06/04/2014,05/27/2014,8,LAX,Los Angeles International Airport ,Jet Blue,Property Damage,Checked Baggage,"""Other""",0,Deny
06/11/2014,05/26/2014,16,MCO,Orlando International Airport,Alaska Airlines  ,Property Damage,Checked Baggage,"""Food & Drink""",175,Settle
06/12/2014,06/16/2013,361,PHL,Philadelphia International Airport,Lufthansa  ,Passenger Property Loss,Checked Baggage,"""Computer & Accessories; Cosmetics & Grooming; Personal Electronics; Personal Electronics""",0,Deny
06/12/2014,05/19/2014,24,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",52.59,Approve in Full
06/11/2014,05/18/2014,24,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",43,Approve in Full
06/12/2014,06/03/2014,9,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,"""Automobile Parts & Accessories; Baggage/Cases/Purses; Clothing; Food & Drink; Other""",0,Deny
06/11/2014,04/15/2014,57,MHK,Manhattan Regional,American Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
06/11/2014,03/12/2014,91,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
06/11/2014,04/08/2014,64,EWR,Newark International Airport,Virgin America,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
